element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Na,1,"=""432.4615""","=""0.0008""","=""432.4615""","=""0.0004""","=""7*""","=""1.14e+05""",B,"=""2.104429202""","=""4.9705650""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.9d""","=""2D""","=""3/2""",,"=""T7799""","=""L6096""",
Na,1,"=""432.4615""","=""0.0008""","=""432.4615""","=""0.0004""","=""7*""","=""6.84e+05""",B,"=""2.104429202""","=""4.9705650""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.9d""","=""2D""","=""5/2""",,"=""T7799""","=""L6096""",
Na,1,"=""434.1489""","=""0.0008""","=""434.1489""","=""0.0004""","=""4""","=""3.26e+05""",C+,"=""2.102297177""","=""4.9572937""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.10s""","=""2S""","=""1/2""",,"=""c30""","=""L6096""",
Na,2,"=""434.4108""","=""0.0003""","=""434.412""","=""0.003""","=""250""","=""4.32e+07""",B+,"=""38.293859""","=""41.147123""","=""2s2.2p5.3p""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""",,"=""T7663""","=""L914""",
Na,1,"=""434.4736""","=""0.0008""","=""434.4733""","=""0.0004""","=""5""","=""6.50e+05""",C+,"=""2.104429202""","=""4.9572937""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.10s""","=""2S""","=""1/2""",,"=""c30""","=""L6096""",
Na,2,"=""436.8600""","=""0.0003""","=""436.859""","=""0.003""","=""200""","=""3.59e+07""",B,"=""38.293859""","=""41.131145""","=""2s2.2p5.3p""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""1""",,"=""T6036""","=""L914""",
Na,1,"=""439.0029""","=""0.0008""","=""439.0022""","=""0.0004""","=""8""","=""9.83e+05""",B+,"=""2.102297177""","=""4.9257310""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.8d""","=""2D""","=""3/2""",,"=""c30""","=""L6096""",
Na,1,"=""439.3340""","=""0.0008""","=""439.3340""","=""0.0004""","=""9*""","=""1.17e+06""",B+,"=""2.104429202""","=""4.9257310""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.8d""","=""2D""","=""5/2""",,"=""c30""","=""L6096""",
Na,1,"=""439.3340""","=""0.0008""","=""439.3340""","=""0.0004""","=""9*""","=""1.95e+05""",B,"=""2.104429202""","=""4.9257310""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.8d""","=""2D""","=""3/2""",,"=""c30""","=""L6096""",
Na,1,"=""441.9885""","=""0.0008""","=""441.9883""","=""0.0004""","=""6""","=""2.82e+05""",C+,"=""2.102297177""","=""4.9066561""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.9s""","=""2S""","=""1/2""",,"=""c30""","=""L6096""",
Na,1,"=""442.3246""","=""0.0008""","=""442.3246""","=""0.0004""","=""7""","=""5.61e+05""",C+,"=""2.104429202""","=""4.9066561""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.9s""","=""2S""","=""1/2""",,"=""c30""","=""L6096""",
Na,1,"=""443.23""","=""0.02""","=""443.234""","=""0.014""","=""310""","=""1.4e+07""",D,"=""32.7002""","=""35.4967""","=""2p5.(2P*).3s.3p.(3P*)""","=""4S""","=""3/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""5/2""",,"=""T5209""","=""L6269""",
Na,1,"=""449.4177""","=""0.0009""","=""449.4180""","=""0.0004""","=""10""","=""1.23e+06""",B+,"=""2.102297177""","=""4.8602959""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.7d""","=""2D""","=""3/2""",,"=""c30""","=""L6096""",
Na,1,"=""449.7658""","=""0.0009""","=""449.7657""","=""0.0004""","=""11*""","=""1.46e+06""",B+,"=""2.104429202""","=""4.8602959""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.7d""","=""2D""","=""5/2""",,"=""c30""","=""L6096""",
Na,1,"=""449.7658""","=""0.0009""","=""449.7657""","=""0.0004""","=""11*""","=""2.44e+05""",B,"=""2.104429202""","=""4.8602959""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.7d""","=""2D""","=""3/2""",,"=""c30""","=""L6096""",
Na,1,"=""454.1633""","=""0.0009""","=""454.1633""","=""0.0004""","=""7""","=""3.76e+05""",B,"=""2.102297177""","=""4.8314795""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.8s""","=""2S""","=""1/2""",,"=""c30""","=""L6096""",
Na,1,"=""454.5186""","=""0.0009""","=""454.5184""","=""0.0004""","=""8""","=""7.50e+05""",B,"=""2.104429202""","=""4.8314795""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.8s""","=""2S""","=""1/2""",,"=""c30""","=""L6096""",
Na,2,"=""459.0933""","=""0.0003""","=""459.094""","=""0.003""","=""160""","=""2.0e+06""",E,"=""38.293859""","=""40.993732""","=""2s2.2p5.3p""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""1""",,"=""T6036c79""","=""L914""",
Na,1,"=""466.48107""","=""0.00005""","=""466.48107""","=""0.00004""","=""1""","=""2.08e+06""",B+,"=""2.102297177""","=""4.75941465""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.6d""","=""2D""","=""3/2""",,"=""c30""","=""L15039""",
Na,1,"=""466.85595""","=""0.00005""","=""466.85567""","=""0.00004""","=""2*""","=""4.14e+05""",B+,"=""2.104429202""","=""4.75941465""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.6d""","=""2D""","=""3/2""",,"=""c30""","=""L15039""",
Na,1,"=""466.85595""","=""0.00005""","=""466.85595""","=""0.00004""","=""2*""","=""2.49e+06""",A,"=""2.104429202""","=""4.75941304""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.6d""","=""2D""","=""5/2""",,"=""c30""","=""L15039""",
Na,1,"=""474.79410""","=""0.00005""","=""474.79412""","=""0.00005""","=""1""","=""6.19e+05""",B,"=""2.102297177""","=""4.71289256""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.7s""","=""2S""","=""1/2""",,"=""c30""","=""L15039""",
Na,1,"=""475.18218""","=""0.00005""","=""475.18219""","=""0.00005""","=""2""","=""1.23e+06""",B,"=""2.104429202""","=""4.71289256""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.7s""","=""2S""","=""1/2""",,"=""c30""","=""L15039""",
Na,1,"=""497.85414""","=""0.00005""","=""497.85414""","=""0.00005""","=""1""","=""4.09e+06""",A,"=""2.102297177""","=""4.59197449""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.5d""","=""2D""","=""3/2""",,"=""c30""","=""L15039""",
Na,1,"=""498.28134""","=""0.00005""","=""498.28134""","=""0.00005""","=""2""","=""4.88e+06""",A,"=""2.104429202""","=""4.59197201""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.5d""","=""2D""","=""5/2""",,"=""c30""","=""L15039""",
Na,1,"=""507.12""","=""0.02""","=""507.120""","=""0.015""","=""270""","=""4.1e+07""",D,"=""33.0525""","=""35.4967""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""7/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""5/2""",,"=""T5209""","=""L6269""",
Na,1,"=""514.88381""","=""0.00005""","=""514.88383""","=""0.00005""","=""1""","=""1.14e+06""",B+,"=""2.102297177""","=""4.50962989""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.6s""","=""2S""","=""1/2""",,"=""c30""","=""L15039""",
Na,1,"=""515.34024""","=""0.00005""","=""515.34024""","=""0.00005""","=""2""","=""2.27e+06""",B+,"=""2.104429202""","=""4.50962989""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.6s""","=""2S""","=""1/2""",,"=""c30""","=""L15039""",
Na,1,"=""516.25""","=""0.02""","=""516.212""","=""0.013""","=""83""","=""1.5e+07""",D,"=""33.0956""","=""35.4967""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""5/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""5/2""",,"=""T5209""","=""L6269""",
Na,1,"=""525.64""","=""0.02""","=""525.669""","=""0.014""","=""7""","=""2.e+06""",D,"=""33.1388""","=""35.4967""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""3/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""5/2""",,"=""T5209""","=""L6269""",
Na,1,"=""562.10""","=""0.02""","=""562.068""","=""0.016""","=""42""","=""1.4e+07""",D,"=""33.2915""","=""35.4967""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""5/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""5/2""",,"=""T5209""","=""L6269""",
Na,1,"=""568.26333""","=""0.00005""","=""568.26333""","=""0.00006""","=""5""","=""1.01e+07""",A,"=""2.102297177""","=""4.28350081""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.4d""","=""2D""","=""3/2""",,"=""c30""","=""L15039""",
Na,1,"=""568.81934""","=""0.00005""","=""568.81933""","=""0.00006""","=""1""","=""2.02e+06""",A,"=""2.104429202""","=""4.28350081""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.4d""","=""2D""","=""3/2""",,"=""c30""","=""L15039""",
Na,1,"=""568.82046""","=""0.00005""","=""568.82047""","=""0.00006""","=""9""","=""1.21e+07""",A,"=""2.104429202""","=""4.28349647""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.4d""","=""2D""","=""5/2""",,"=""c30""","=""L15039""",
Na,1,"=""574.42""","=""0.02""","=""574.454""","=""0.017""","=""12""","=""4.e+06""",D,"=""33.3390""","=""35.4967""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""3/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""5/2""",,"=""T5209""","=""L6269""",
Na,1,"=""588.995095""","=""0.000003""","=""588.995094""","=""0.000003""","=""80000""","=""6.16e+07""",AA,"=""0.000000000""","=""2.104429202""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.3p""","=""2P*""","=""3/2""",,"=""T6617,T6568,T6567""","=""L5918""",
Na,1,"=""589.592424""","=""0.000003""","=""589.592424""","=""0.000003""","=""40000""","=""6.14e+07""",AA,"=""0.000000000""","=""2.102297177""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.3p""","=""2P*""","=""1/2""",,"=""T6617,T6567""","=""L5918""",
Na,1,"=""615.42253""","=""0.00005""","=""615.42255""","=""0.00008""","=""1""","=""2.50e+06""",A,"=""2.102297177""","=""4.11635883""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.5s""","=""2S""","=""1/2""",,"=""c30""","=""L15039""",
Na,1,"=""616.07470""","=""0.00005""","=""616.07471""","=""0.00008""","=""2""","=""4.98e+06""",A,"=""2.104429202""","=""4.11635883""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.5s""","=""2S""","=""1/2""",,"=""c30""","=""L15039""",
Na,1,"=""737.323""","=""0.002""","=""737.3231""","=""0.0011""","=""2""","=""5.42e+04""",B,"=""3.1913531""","=""4.8724352""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.8p""","=""2P*""","=""3/2""",,"=""c30""","=""L6096""",
Na,1,"=""737.349""","=""0.002""","=""737.3497""","=""0.0011""","=""1""","=""5.30e+04""",B,"=""3.1913531""","=""4.8723744""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.8p""","=""2P*""","=""1/2""",,"=""c30""","=""L6096""",
Na,1,"=""780.978""","=""0.002""","=""780.9783""","=""0.0012""","=""4""","=""9.91e+04""",B,"=""3.1913531""","=""4.7784663""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.7p""","=""2P*""","=""3/2""",,"=""c30""","=""L6096""",
Na,1,"=""781.024""","=""0.002""","=""781.0241""","=""0.0012""","=""3""","=""9.72e+04""",B,"=""3.1913531""","=""4.7783733""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.7p""","=""2P*""","=""1/2""",,"=""c30""","=""L6096""",
Na,1,"=""818.32556""","=""0.00005""","=""818.32556""","=""0.00013""","=""5""","=""4.29e+07""",A+,"=""2.102297177""","=""3.61697701""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.3d""","=""2D""","=""3/2""",,"=""c30""","=""L15039""",
Na,1,"=""819.47905""","=""0.00005""","=""819.47904""","=""0.00013""","=""1""","=""8.57e+06""",A,"=""2.104429202""","=""3.61697701""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.3d""","=""2D""","=""3/2""",,"=""c30""","=""L15039""",
Na,1,"=""819.48237""","=""0.00005""","=""819.48240""","=""0.00013""","=""9""","=""5.14e+07""",A+,"=""2.104429202""","=""3.61697081""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.3d""","=""2D""","=""5/2""",,"=""c30""","=""L15039""",
Na,1,"=""864.992""","=""0.002""","=""864.9931""","=""0.0015""","=""7""","=""2.25e+05""",B+,"=""3.1913531""","=""4.6243143""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.6p""","=""2P*""","=""3/2""",,"=""c30""","=""L6096""",
Na,1,"=""865.089""","=""0.002""","=""865.0897""","=""0.0015""","=""6""","=""2.21e+05""",B+,"=""3.1913531""","=""4.6241543""","=""2p6.4s""","=""2S""","=""1/2""","=""2p6.6p""","=""2P*""","=""1/2""",,"=""c30""","=""L6096""",
Na,1,"=""894.296""","=""0.002""","=""894.29495""","=""0.00023""","=""2*""","=""3.71e+05""",C',"=""3.61697081""","=""[5.00298074]""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.10f""","=""2F*""","=""7/2""",,"=""T817""","=""L6096""",
Na,1,"=""894.296""","=""0.002""","=""894.29495""","=""0.00023""","=""2*""","=""2.47e+04""",C',"=""3.61697081""","=""[5.00298074]""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.10f""","=""2F*""","=""5/2""",,"=""T817""","=""L6096""",
Na,1,"=""915.388""","=""0.002""","=""915.3862""","=""0.0017""","=""4*""","=""5.3e+05""",C',"=""3.61697081""","=""4.9710460""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.9f""","=""2F*""","=""7/2""",,"=""T817""","=""L6096""",
Na,1,"=""915.388""","=""0.002""","=""915.3862""","=""0.0017""","=""4*""","=""3.5e+04""",C',"=""3.61697081""","=""4.9710460""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.9f""","=""2F*""","=""5/2""",,"=""T817""","=""L6096""",
Na,1,"=""946.594""","=""0.002""","=""946.5914""","=""0.0018""","=""6*""","=""9.57e+05""",B+,"=""3.61697081""","=""4.9264080""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.8f""","=""2F*""","=""7/2""",,"=""c30""","=""L6096""",
Na,1,"=""946.594""","=""0.002""","=""946.5914""","=""0.0018""","=""6*""","=""6.38e+04""",B+,"=""3.61697081""","=""4.9264080""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.8f""","=""2F*""","=""5/2""",,"=""c30""","=""L6096""",
Na,1,"=""996.128""","=""0.003""","=""996.1256""","=""0.0020""","=""7*""","=""1.27e+06""",A,"=""3.61697081""","=""4.8612940""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.7f""","=""2F*""","=""7/2""",,"=""c30""","=""L6096""",
Na,1,"=""996.128""","=""0.003""","=""996.1256""","=""0.0020""","=""7*""","=""8.45e+04""",B+,"=""3.61697081""","=""4.8612940""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.7f""","=""2F*""","=""5/2""",,"=""c30""","=""L6096""",
